Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Senior Back-end Developer Typo3 and Wordpress,Confidential Company,"Linz, Austria ",Posted 1 month ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,2500 to 4000 EUR Per Month,IT/Software Development | Engineering - Telecom/Technology,PHP | typo3 | Information Technology (IT) | WordPress | docker | GIT | React | HTML5 | English | CSS3 | Computer Science,https://wuzzuf.net/jobs/p/qyiVFUKiSLqH-Senior-Back-end-Developer-Typo3-and-Wordpress-Linz-Austria?o=2159&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Python Full Stack Instructor,AMIT,"Maadi, Cairo, Egypt ",Posted 1 month ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Training/Instructor,Python | Django | Django Framework | Flask | HTML | CSS | JavaScript | Bootstrap | React.js | Git | RESTful APIs | SQL,https://wuzzuf.net/jobs/p/NaAN041JcadK-Python-Full-Stack-Instructor-AMIT-Cairo-Egypt?o=2160&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/AMIT-Egypt-27910
Junior Computer System Engineer,PGS Data Processing,"Nasr City, Cairo, Egypt ",Posted 2 months ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Computer Engineering | Linux | Red Hat | Operating Systems | Engineering | Telecom Engineering | Networks,https://wuzzuf.net/jobs/p/wLZgky6g0hJB-Junior-Computer-System-Engineer-PGS-Data-Processing-Cairo-Egypt?o=2161&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PGS-Data-Processing-Egypt-68784
Operations Lead,RDI,"Dokki, Giza, Egypt ",Posted 1 month ago,More than 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Operations/Management,ITIL | DevOps | IT operations | IT | Operations Management | Computer Science | Communication | Microsoft Office | Cloud | Project Management | Telecom Engineering | Information Technology (IT),https://wuzzuf.net/jobs/p/JUviFmXvJ0mM-Operations-Lead-RDI-Giza-Egypt?o=2162&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/RDI-Egypt-5083
UI UX Designer and Front End Developer Internship,Seuqel Solutions,"Cairo, Egypt ",Posted 1 month ago,Not Specified,Student (Undergrad / Postgrad),Not Specified,"500 to 1000 EGP Per Month, part time or full time",Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,Figma | UI | CSS | HTML | UX Design,https://wuzzuf.net/internship/dDmDh2vIx89T-UI-UX-Designer-and-Front-End-Developer-Internship-Seuqel-Solutions-Cairo-Egypt?o=2163&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Care-Dental-Egypt-27404
Talent Acquisition Specialist - IT Recruiter,Block Gemini,"Mohandessin, Giza, Egypt ",Posted 1 month ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Human Resources,Applicant Tracking Systems | CBI | Human Resources | English | Human Resources (HR) | Interviewing | Recruitment | Sourcing | Technical Recruitment,https://wuzzuf.net/jobs/p/67ARux99aOuD-Talent-Acquisition-Specialist---IT-Recruiter-Block-Gemini-Giza-Egypt?o=2164&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Block-Gemini-Egypt-72886
Senior Data Analyst,Alarabia Group,"10th of Ramadan City, Cairo, Egypt ",Posted 1 month ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,BI | BI Developer | Computer Science | developer | Information Technology (IT) | Power | Power BI | power bi developer | SQL,https://wuzzuf.net/jobs/p/BmrC2VkxUTdD-Senior-Data-Analyst-Alarabia-Group-Cairo-Egypt?o=2165&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alarabia-Group-Egypt-11230
Project Leader,Collars HR,"New Cairo, Cairo, Egypt ",Posted 1 month ago,3 to 7 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Communication | Communication skills | Computer Science | Engineering | Information Technology (IT) | English | Project Management,https://wuzzuf.net/jobs/p/2R6X31vDIKhf-Project-Leader-Collars-HR-Cairo-Egypt?o=2166&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Collars-HR-Egypt-71150
Learning & Quality Business Partner,Collars HR,"New Cairo, Cairo, Egypt ",Posted 1 month ago,3 to 7 years,Manager ,Bachelor's Degree,Confidential,Human Resources | IT/Software Development | Quality,Human Resources (HR) | Training | learning | Production | FMEA | PDCA,https://wuzzuf.net/jobs/p/tmXOcnzQ7ljO-Learning-Quality-Business-Partner-Collars-HR-Cairo-Egypt?o=2167&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Collars-HR-Egypt-71150
IT Help Desk,NOK for Human Capital Solutions,"Maadi, Cairo, Egypt ",Posted 1 month ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Help desk | Information Technology (IT) | computer | Installation,https://wuzzuf.net/jobs/p/gx3CBv3rM28z-IT-Help-Desk-NOK-for-Human-Capital-Solutions-Cairo-Egypt?o=2168&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/NokHumanCaptial-Egypt-30907
Odoo Implementer Support,Confidential Company,"Maadi, Cairo, Egypt ",Posted 1 month ago,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Odoo | Odoo Implementer | Support | ERP,https://wuzzuf.net/jobs/p/5PRu5ND0ThCk-Odoo-Implementer-Support-Cairo-Egypt?o=2169&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Technical Support Specialist,Confidential Company,"Cairo, Egypt ",Posted 1 month ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology,Technical Support | Customer Service | IT | Customer Support | Customer Care | Information Technology (IT) | Computer Science,https://wuzzuf.net/jobs/p/TAEAjHE7gBrR-Technical-Support-Specialist-Cairo-Egypt?o=2170&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Sales Account Manager,Affsquare,"Sheraton, Cairo, Egypt ",Posted 1 month ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Attractive Commissions & Bonus",Business Development | Customer Service/Support | Sales/Retail,account manager | Marketing | sales skills | Sales | business | Negotiation | Digital Marketing | Communication | Sales Target | B2B Sales | B2B Marketing | Sales Plan | E-Commerce | English,https://wuzzuf.net/jobs/p/N0ebACKboWmQ-Sales-Account-Manager-Affsquare-Cairo-Egypt?o=2171&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Affsquare-Egypt-45753
Mobile Maintenance Specialist (Samsung) - Alexandria,Sky Distribution,"Alexandria, Egypt ",Posted 1 month ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Customer Service/Support | Installation/Maintenance/Repair | IT/Software Development,Customer Service | Customer Care | Customer Support | Retail | Mobile Maintenance | Technical Support | English | Maintenance | Information Technology (IT) | Computer Science | Installation | Telecom Engineering,https://wuzzuf.net/jobs/p/9H3zPK2ZdyaB-Mobile-Maintenance-Specialist-Samsung---Alexandria-Sky-Distribution-Alexandria-Egypt?o=2172&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Sky-Distribution-Egypt-20983
System Admin Specialist,Sky Distribution,"Sheikh Zayed, Giza, Egypt ",Posted 1 month ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,VSphere | Information Technology (IT) | VCenter | VMWare | WSUS | NAS | SAN | SQL | System Administration | Computer Science | Computer Engineering | Installation | Engineering | Microsoft Exchange | Telecom Engineering,https://wuzzuf.net/jobs/p/YvGGBHI8fI3N-System-Admin-Specialist-Sky-Distribution-Giza-Egypt?o=2173&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Sky-Distribution-Egypt-20983
Safety Manager,Asass,"New Cairo, Cairo, Egypt ",Posted 1 month ago,8 to 12 years,Manager ,Bachelor's Degree,Confidential,Operations/Management | Engineering - Other,Construction | ISO | Nebosh | Nebosh IGC | quality | Risk | Risk Assessment | Safety | Health & Safety | First Aid | Fire | FIRE | Engineering | English | Communication,https://wuzzuf.net/jobs/p/kFRQclDNlGaA-Safety-Manager-Asass-Cairo-Egypt?o=2174&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Asass-13531
Architect,Confidential Company,"Maadi, Cairo, Egypt ",Posted 1 month ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture,3d max | 3D | AutoCAD | Engineering | photoshop | Revit | technical | Architecture | Drawing,https://wuzzuf.net/jobs/p/Y21MRDFdn9wn-Architect-Cairo-Egypt?o=2175&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Data Engineer (Communication/ Electronics),ARROW Electronics ,"Banha, Qalubia, Egypt ",Posted 1 month ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Engineering - Mechanical/Electrical,Computer Engineering | english language | Electronics | Analysis | Computer Science | Data | Data Analysis | Electrical | Electronics Engineering | Engineering | English | Information Technology (IT),https://wuzzuf.net/jobs/p/tw3mSoKIJAea-Data-Engineer-Communication-Electronics-ARROW-Electronics-Qalubia-Egypt?o=2176&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Silicon-Egypt-Egypt-4159
Odoo Functional Consultant,IT Systems Corporation,"6th of October, Giza, Egypt ",Posted 1 month ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance | IT/Software Development | Engineering - Telecom/Technology,Odoo | ERP | Odoo Functional Consultant | Information Technology (IT) | Computer Science | Functional Consultant | Odoo functional | Accounting | Financial Analysis,https://wuzzuf.net/jobs/p/0sETjkO0hLvp-Odoo-Functional-Consultant-IT-Systems-Corporation-Giza-Egypt?o=2177&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/IT-Systems-Corporation-Egypt-3213
Data Analyst,Nahr Development,"Bolkly, Alexandria, Egypt ",Posted 1 month ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Information Technology (IT) | BI | Analysis | business | analytical | SQL | Matplotlib | Plotly | Seaborn | GGplot | Altair | Bokeh | Financial Data Analysis | data analyst | Computer Science | Data Analysis,https://wuzzuf.net/jobs/p/HzSNvy6aNrjG-Data-Analyst-Nahr-Development-Alexandria-Egypt?o=2178&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Nahr-Development-Egypt-20713
"Computer Basics Instructor (IC3, MOS, & ICDL)",Confidential Company,"Tanta, Gharbia, Egypt ",Posted 1 month ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Education/Teaching,Computer Science | Ic3 | Information Technology (IT) | Training | Presentation | Engineering | Communication skills | ICDL Certified | MOS | Computer Skills | English,https://wuzzuf.net/jobs/p/Nx8r3l1SWMzw-Computer-Basics-Instructor-IC3-MOS-ICDL-Gharbia-Egypt?o=2179&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Communication Site Engineer - Alexandria,Orascom Trading,"Alexandria, Egypt ",Posted 1 month ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Electronics | Electronic Engineering | Communication Engineering | 2G BTS | 3G BTS | Maintenance | Orange Mobile | Networking | GSM | DCS | 3G | LTE | Telecommunication | Information Technology (IT) | Site Survey | XLS | Engineering | Communication Skills | Computer Skills | Microsoft Office | Site | Communication | Electrical Engineering | Implementation,https://wuzzuf.net/jobs/p/oz15s70MX28d-Communication-Site-Engineer---Alexandria-Orascom-Trading-Alexandria-Egypt?o=2180&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Orascom-Trading-Egypt-26611
Technical Support Engineer,Orascom Trading,"Alexandria, Egypt ",Posted 1 month ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Electronics | Electronic Engineering | Communication Engineering | 2G BTS | 3G BTS | Maintenance | Orange Mobile | Networking | GSM | DCS | 3G | LTE | Technical Support | Information Technology (IT) | Computer Science | Engineering | Implementation | Computer | Windows | Communication | Windows 7,https://wuzzuf.net/jobs/p/AL74OAYMoSTA-Technical-Support-Engineer-Orascom-Trading-Alexandria-Egypt?o=2181&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Orascom-Trading-Egypt-26611
Programming Instructor,Confidential Company,"Tanta, Gharbia, Egypt ",Posted 1 month ago,3 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Training/Instructor,Communication skills | Computer Science | Instructing | Instructor | Programming | Python | Training | flutter | PHP Programming | Java | Education,https://wuzzuf.net/jobs/p/W3mxiuqfRWiy-Programming-Instructor-Gharbia-Egypt?o=2182&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
System Administration Instructor,Confidential Company,"Tanta, Gharbia, Egypt ",Posted 1 month ago,3 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Training/Instructor,Computer Science | Information Technology (IT) | MCSA | MCSE | Linux | Oracle | System Administration | CCNP | Communication skills | IT | Communication | Presentation,https://wuzzuf.net/jobs/p/hHnXN0wnvzul-System-Administration-Instructor-Gharbia-Egypt?o=2183&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Oracle SCM Technical Consultant,RawafedTech,"Nasr City, Cairo, Egypt ",Posted 1 month ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social and medical insurance",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Oracle | oracle technical consultant | oracle SCM | Oracle E-Business Suite (EPS) | EBS | ERP | SCM | SQL | Computer Science | Information Technology (IT) | interfaces | OAF | Oracle EBS | oracle workflow | Purchasing,https://wuzzuf.net/jobs/p/K5UNESgh6onI-Oracle-SCM-Technical-Consultant-RawafedTech-Cairo-Egypt?o=2184&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/HorizonTechs-Egypt-24096
System Admin (SAP),Infinity Clinic Pharma,"Nasr City, Cairo, Egypt ",Posted 1 month ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Administration | Data Analysis | Data | Data Management | Information Technology (IT) | Management | SAP | Data Entry | Telecom Engineering,https://wuzzuf.net/jobs/p/sqWrfh56Xjba-System-Admin-SAP-Infinity-Clinic-Pharma-Cairo-Egypt?o=2185&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Infinity-Clinic-Pharma-Egypt-19170
System Engineer,"Telecom Systems Provider, LLC","Maadi, Cairo, Egypt ",Posted 1 month ago,0 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,2500 to 4000 EGP Per Month,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Security Engineer | Security Systems | Firewall | Antivirus | CCSP | Linux | Engineering | Telecommunication | Networking | Network Engineering | TCP | System Administration | Cisco | Communication | Computer Engineering | Computer Science | DHCP | DNS | Security | Vmware,https://wuzzuf.net/jobs/p/YPlmWSjBU8XQ-System-Engineer-Telecom-Systems-Provider-LLC-Cairo-Egypt?o=2186&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Telecom-Systems-Provider--LLC-Egypt-12912
Electrical BIM Coordinator,BIM Works LLC,"Cairo, Egypt ",Posted 1 month ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Telecom/Technology | Engineering - Mechanical/Electrical,BIM | Electrical | Electrical Engineering | Engineering | GCC | Revit | AutoCAD | English | Communication | MS Office | Low Current Systems (LC) | Power Systems | Lighting Design,https://wuzzuf.net/jobs/p/x7IDZf85AU2a-Electrical-BIM-Coordinator-BIM-Works-LLC-Cairo-Egypt?o=2187&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BIM-Works-LLC-Egypt-73207
Front End Developer (React.JS),storage it station,"Maadi, Cairo, Egypt ",Posted 2 months ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,React | Computer Science | Js | JavaScript | HTML | CSS | Design | front-end | Information Technology (IT),https://wuzzuf.net/jobs/p/DWoEGvoHSI1H-Front-End-Developer-ReactJS-storage-it-station-Cairo-Egypt?o=2188&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/storage-it-station-Egypt-79669
Accountant Intern,Procrew,"Alexandria, Egypt ",Posted 1 month ago,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,paid,Accounting/Finance,Accounting | Finance | Financial Analysis | Management | Auditing | ERP | Balance Sheet | Financial Statements | Income Statement | English | Communication | Accounts Receivable | Accounts Payable | Cost Accounting | Accounting Reports,https://wuzzuf.net/internship/RGgrSPJtY8gB-Accountant-Intern-Procrew-Alexandria-Egypt?o=2189&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Procrew-Egypt-48518
HR Associate,ACIC,"Cairo, Egypt ",Posted 2 months ago,More than 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Human Resources,Human Resources (HR) | HR | Microsoft Office | Recruitment,https://wuzzuf.net/jobs/p/QAyiEJlxzVZe-HR-Associate-ACIC-Cairo-Egypt?o=2190&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ACIC-Egypt-79749
Warehouse Manager,Confidential Company,"6th of October, Giza, Egypt ",Posted 1 month ago,10 to 12 years,Manager ,Bachelor's Degree,Confidential,Logistics/Supply Chain | Operations/Management,Warehouse Management | Warehouse manager | Warehouse | Warehousing | Logistics | Supply Chain,https://wuzzuf.net/jobs/p/E4WLKw0Umjeo-Warehouse-Manager-Giza-Egypt?o=2191&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Bank & Treasury Supervisor,Lychee Fruit Bar,"New Cairo, Cairo, Egypt ",Posted 1 month ago,5 to 7 years,Manager ,Bachelor's Degree,Confidential,Accounting/Finance | Banking,Accounting | Banking | Computer Skills | Finance | Treasury | MS Office | MS | Cash Management | Cash Flow Management | Cash Handling | Bank Reconciliation | Bank Statements | Corporate Banking | Investment Banking,https://wuzzuf.net/jobs/p/x7c4dZF1bqGb-Bank-Treasury-Supervisor-Lychee-Fruit-Bar-Cairo-Egypt?o=2192&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Lychee-Fruit-Bar-Egypt-68204
Customer Service Engineer (ATM Maintenance) - Qalubia,Raya  ,"Qanater Khairya, Qalubia, Egypt ",Posted 1 month ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Customer Service/Support | Installation/Maintenance/Repair | Engineering - Telecom/Technology,Computer Engineering | Customer Support | Maintenance | Engineering | Installation | ATM | Problem Solving | Customer Care | Communication | Customer Service | English,https://wuzzuf.net/jobs/p/C23uzPAWY7EZ-Customer-Service-Engineer-ATM-Maintenance---Qalubia-Raya-Qalubia-Egypt?o=2193&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Raya-Egypt-4099
Accountant,Medical Vision,"New Cairo, Cairo, Egypt ",Posted 1 month ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,5000 to 7000 EGP Per Month,Accounting/Finance,Accounting | Finance | Financial Management | Financial Analysis | English,https://wuzzuf.net/jobs/p/VC7PwtKaaTVb-Accountant-Medical-Vision-Cairo-Egypt?o=2194&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Medical-Vision-Egypt-50734
Tax Accountant,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,"Dokki, Giza, Egypt ",Posted 1 month ago,7 to 9 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Medical Insurance
Life Insurance",Accounting/Finance,Accounting | Taxation | Finance | Financial Analysis | Tax | Tax Accounting | Egyptian Tax System | Accounting principles | Egyptian Tax | Tax Laws | Bookkeeping | English | ERP | excel,https://wuzzuf.net/jobs/p/Q0K5P6DDvdlB-Tax-Accountant-Melco-Mec-Egypt-for-Elevators-Escalators---Mitsubishi-Giza-Egypt?o=2195&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Melco-Mec-Egypt-for-Elevators---Escalators---Mitsubishi-Egypt-4423
