Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Sales Manager,Libano - Suisse Takaful Egypt,"Cairo, Egypt ",Posted 5 hours ago,More than 3 years,Manager ,Bachelor's Degree,"Confidential, High Commission + Incentive + medical & Social Insurance",Sales/Retail,Insurance | Sales | Sales Target | Skills | Communication | Communication skills | sales skills,https://wuzzuf.net/jobs/p/I7eFHqgeq9jx-Sales-Manager-Libano---Suisse-Takaful-Egypt-Cairo-Egypt?o=1545&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Libano---Suisse-Takaful-Egypt-Egypt-76982
Board Executive Assistant,Taqneen,"Nasr City, Cairo, Egypt ",Posted 6 hours ago,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Operations/Management,Project Management | Administration | Arabic | Communication | Communication skills | English | Management | Microsoft Office | office | Office management | Research,https://wuzzuf.net/jobs/p/N6kXvHT4mprO-Board-Executive-Assistant-Taqneen-Cairo-Egypt?o=1546&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Taqneen-Egypt-75733
Digital Sales Executive,Digisay,"Zamalek, Cairo, Egypt ",Posted 9 hours ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | Marketing/PR/Advertising | Sales/Retail,Business Development | business | Communication | CRM | Advertising | Sales | sales skills | Sales Target | Social Media | English | Digital Marketing | Digital Sales | client oriented,https://wuzzuf.net/jobs/p/yUpqpavE7EsT-Digital-Sales-Executive-Digisay-Cairo-Egypt?o=1547&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Digisay-Egypt-21035
Financial Accountant,Asfour for Mining and Refractories,"Tebin, Cairo, Egypt ",Posted 9 hours ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance,Financial Accounting | Commerce | Finance | Financial | Financial Management | ERP | MS Office | Accounting | Communication | Financial Analysis | Management | MS Office Suite | English,https://wuzzuf.net/jobs/p/JAyEVwf5b5Sb-Financial-Accountant-Asfour-for-Mining-and-Refractories-Cairo-Egypt?o=1548&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Asfour-for-Mining-and-Refractories-Egypt-16058
Warehouse Supervisor,Seoudi Supermarket,"6th of October, Giza, Egypt ",Posted 11 hours ago,5 to 7 years,Manager ,Bachelor's Degree,Confidential,Logistics/Supply Chain | Operations/Management,3PL | Logistics | FMCG | Supply Chain | Warehouse | Warehouse Management | Warehousing,https://wuzzuf.net/jobs/p/CqA1ekUWBRAM-Warehouse-Supervisor-Seoudi-Supermarket-Giza-Egypt?o=1549&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038
Non-Food Area Manager,Seoudi Supermarket,"Sheikh Zayed, Giza, Egypt ",Posted 11 hours ago,1 to 3 years,Manager ,Bachelor's Degree,Confidential,Operations/Management | Sales/Retail,Operations Management | Management | Retail | Communication skills | Sales | MS Office | sales skills | Sales Target | Visual Merchandising,https://wuzzuf.net/jobs/p/45I8L2ep71i5-Non-Food-Area-Manager-Seoudi-Supermarket-Giza-Egypt?o=1550&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038
Accountant,Bein Zone,"Faisal, Giza, Egypt ",Posted 1 day ago,3 to 4 years,Experienced (Non-Manager),Not Specified,"5000 to 7000 EGP Per Month, •	Social & Medical Insurance
•	Corporate line
•	Promotion Plan in 6-12 Month time
•	Very Attractive Commission Package
•	Supportive Work Environment",Accounting/Finance | Administration,Accounting | Finance,https://wuzzuf.net/jobs/p/LFNeWOhv1DkX-Accountant-Bein-Zone-Giza-Egypt?o=1551&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Bein-zone-Egypt-63647
Project Manager – 400/220/132/66 KV Cables,Energya Cables,"10th of Ramadan City, Cairo, Egypt ",Posted 1 day ago,7 to 10 years,Manager ,Bachelor's Degree,Confidential,Engineering - Mechanical/Electrical,Engineering | Electrical Engineering | 400/220/132/66 KV Cable | English | PMP | MS Office,https://wuzzuf.net/jobs/p/7ediW8J2V36g-Project-Manager-–-40022013266-KV-Cables-Energya-Cables-Cairo-Egypt?o=1552&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Energya-Cables-Egypt-49741
Recruitment & Training Senior Specialist,Confidential Company,"10th of Ramadan City, Cairo, Egypt ",Posted 1 day ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Human Resources,HR Diploma | HR | Human Resources (HR) | Recruitment | Training | Communication | Communication skills | Microsoft Office | English,https://wuzzuf.net/jobs/p/OYus4IwDFMIP-Recruitment-Training-Senior-Specialist-Cairo-Egypt?o=1553&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Site Manager – 400/220/132/66 KV Cables,Energya Cables,"10th of Ramadan City, Cairo, Egypt ",Posted 1 day ago,3 to 5 years,Manager ,Bachelor's Degree,Confidential,Engineering - Mechanical/Electrical,Electrical Engineering | English | 400/220/132/66 KV Cable | MS Office,https://wuzzuf.net/jobs/p/nuGqzTH4LSEI-Site-Manager-–-40022013266-KV-Cables-Energya-Cables-Cairo-Egypt?o=1554&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Energya-Cables-Egypt-49741
Project Engineer - (Civil Or Mechanical),Gazala Steel Fabrication GSF,"New Cairo, Cairo, Egypt ",Posted 1 day ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Project/Program Management | Engineering - Mechanical/Electrical,Project Management | Project | Civil | Project Engineering | Mechanical | Projects | Engineering | Design | Communication skills | Leadership,https://wuzzuf.net/jobs/p/vxZUDLeqv7KB-Project-Engineer---Civil-Or-Mechanical-Gazala-Steel-Fabrication-GSF-Cairo-Egypt?o=1555&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Gazala-Steel-Fabrication-GSF-Egypt-52263
BMS Sales Engineer,Confidential Company,"Maadi, Cairo, Egypt ",Posted 1 day ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Sales/Retail | Engineering - Mechanical/Electrical,Electrical Engineering | Sales Skills | Sales | Engineering | English | Electrical | Communication Skills | MS Office | Computer | Excel | Skills | Communication | Sales Target | BMS,https://wuzzuf.net/jobs/p/VHWQZyAl5Xke-BMS-Sales-Engineer-Cairo-Egypt?o=1556&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Graphic Designer,Tyro,"Cairo, Egypt ",Posted 1 day ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Creative/Design/Art,Adobe illustrator | adobe | Design | Graphic | Graphic Design | photoshop | Adobe Photoshop | Communication skills | Designer | graphic designer | Communication,https://wuzzuf.net/jobs/p/eS8evb0Vp6Pj-Graphic-Designer-Tyro-Cairo-Egypt?o=1557&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Tyro-Egypt-20873
Illustrator,Beyond Insurance Brokerage,"Maadi, Cairo, Egypt ",Posted 1 day ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Medical ,Social & Life Insurance",Creative/Design/Art | Marketing/PR/Advertising | Media/Journalism/Publishing,Adobe Photoshop | Adobe illustrator | Graphic Design | Communication skills | Aftereffect | Graphic | Creative | Design | Indesign,https://wuzzuf.net/jobs/p/VvDRu7TiL2ME-Illustrator-Beyond-Insurance-Brokerage-Cairo-Egypt?o=1558&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Beyond-Insurance-Brokerage-Egypt-66107
Supply Chain Manager,Oasis for recycling technology,"Mahalla Kubra, Gharbia, Egypt ",Posted 2 days ago,3 to 5 years,Manager ,Bachelor's Degree,Confidential,Logistics/Supply Chain | Operations/Management | Purchasing/Procurement,Analyzing | Engineering | Logistics | Management | Purchasing | Procurement | Supply | Supply Chain | supply chain management,https://wuzzuf.net/jobs/p/wQEjhKxDj8tx-Supply-Chain-Manager-Oasis-for-recycling-technology-Gharbia-Egypt?o=1559&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Oasis-for-recycling-technology-Egypt-73125
Planner & Coordinator of Training Courses,Confidential Company,"San Stefano, Alexandria, Egypt ",Posted 2 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Administration | Customer Service/Support,Admin | Customer Service | Training | Education,https://wuzzuf.net/jobs/p/ojoaNgWbf8Pd-Planner-Coordinator-of-Training-Courses-Alexandria-Egypt?o=1560&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Digital Marketing Internship - Alexandria,Nahr Development,"Bolkly, Alexandria, Egypt ",Posted 2 days ago,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,1900 to 2000 EGP Per Month,Marketing/PR/Advertising | Media/Journalism/Publishing,Digital Marketing | seo | WordPress | E-Marketing | Marketing | Social Media,https://wuzzuf.net/internship/YFPnkRQOG6S0-Digital-Marketing-Internship---Alexandria-Nahr-Development-Alexandria-Egypt?o=1561&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Nahr-Development-Egypt-20713
Export Area Manager,Red Sea Pipes ,"6th of October, Giza, Egypt ",Posted 2 days ago,7 to 10 years,Manager ,Bachelor's Degree,Confidential,Logistics/Supply Chain,Administration | Export | Finance | Logistics | MBA | Skills | Business Administration | business,https://wuzzuf.net/jobs/p/bf9I4MiPiUE6-Export-Area-Manager-Red-Sea-Pipes-Giza-Egypt?o=1562&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Red-Sea-Pipes-Egypt-51168
CFO,Confidential Company,"Cairo, Egypt ",Posted 2 days ago,15 to 20 years,"Senior Management (CEO, GM, Director, Head)",Master's Degree,Confidential,Accounting/Finance,Financial | Financial Analysis | Finance | Financial Management | Risk Management | CFA | CMA | CPA | Cash Flow | Budget | Management | Accounting,https://wuzzuf.net/jobs/p/dEXpqhnbWiMj-CFO-Cairo-Egypt?o=1563&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
HR Business Partner,Triangle Heavy Equipment,"Maadi, Cairo, Egypt ",Posted 2 days ago,7 to 10 years,Manager ,Bachelor's Degree,Confidential,Human Resources,Human Resources | Human Resources (HR) | Microsoft Office | Management | Recruitment | HR Diploma | Business Administration | Communication skills | HR | English | Administration | PHR,https://wuzzuf.net/jobs/p/8m8YJEVIcMT4-HR-Business-Partner-Triangle-Heavy-Equipment-Cairo-Egypt?o=1564&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Triangle-group-Egypt-13189
General Accountant -Group,CosmoCare Group ,"10th of Ramadan City, Sharqia, Egypt ",Posted 2 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,4000 to 6500 EGP Per Month,Accounting/Finance,accountant | Accounting | ERP,https://wuzzuf.net/jobs/p/c2U90gE6yGzC-General-Accountant--Group-CosmoCare-Group-Sharqia-Egypt?o=1565&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/cosmocare-Egypt-7709
Human Resources Assistant,OceanAir Travels,"Cairo, Egypt ",Posted 2 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,5000 to 6000 EGP Per Month,Administration | Human Resources,Arabic | Management | Communication | English | Human Resources | Personnel | Recruitment | employment | Communication skills | Human Resources (HR) | Administration | Microsoft Office,https://wuzzuf.net/jobs/p/HmdY33YBiBGq-Human-Resources-Assistant-OceanAir-Travels-Cairo-Egypt?o=1566&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/OceanAir-Travel--amp--Tourism-LLC-Egypt-34541
Treasury Accountant,Fixed Solutions,"Sheraton, Cairo, Egypt ",Posted 2 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance,Banking | Banking Relationships | Cash | Cash Flow | Finance | Financial Analysis | Treasury | Liquidity | Treasury Accounting | Financial,https://wuzzuf.net/jobs/p/GK96Tn0D3zk2-Treasury-Accountant-Fixed-Solutions-Cairo-Egypt?o=1567&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fixed-Solutions-Egypt-18523
Senior IT Helpdesk Specialist,Mazadat,"New Cairo, Cairo, Egypt ",Posted 8 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development,HelpDesk | Information Technology (IT) | Network | Troubleshooting | Computer Science | Communication | Cisco | Microsoft Office,https://wuzzuf.net/jobs/p/7xLlJqeiNoS4-Senior-IT-Helpdesk-Specialist-Mazadat-Cairo-Egypt?o=1568&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Mazadat-Egypt-65897
Treasury Specialist,Ghalioungui ,"Mokattam, Cairo, Egypt ",Posted 1 month ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance,Accounting | Treasury | Treasury Accounting | Cash Management | excel | Finance | Financial Analysis | MS Office | Trade Finance,https://wuzzuf.net/jobs/p/zbiygtFC796q-Treasury-Specialist-Ghalioungui-Cairo-Egypt?o=1569&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Ghalioungui--Egypt-2153
Graphic Designer,Longman Egypt,"Dokki, Giza, Egypt ",Posted 8 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Creative/Design/Art | Media/Journalism/Publishing,Design | Graphic Design | Adobe Illustrator | Adobe Photoshop | Adobe Indesign | Microsoft Office | Graphics | Layout | Adobe Acrobat | Adobe | English | Arabic | Photoshop | Graphic | Illustrator,https://wuzzuf.net/jobs/p/by5Sy6OVHTQE-Graphic-Designer-Longman-Egypt-Giza-Egypt?o=1570&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Longman-Egypt-Egypt-39059
Linux System Admin,Caduceus Lane,"Alexandria, Egypt ",Posted 8 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Apache | CentOS | Computer Science | DNS | HTTP | Information Systems | Information Technology (IT) | Linux | MySQL | Python | System Administration | Vmware | Computer Engineering,https://wuzzuf.net/jobs/p/WdCrfNgXnPZm-Linux-System-Admin-Caduceus-Lane-Alexandria-Egypt?o=1571&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Caduceus-Lane-Egypt-6198
Senior Sales Engineer – Lighting,Confidential Company,"Heliopolis, Cairo, Egypt ",Posted 3 days ago,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Commission &amp; Bonus",Engineering - Construction/Civil/Architecture | Sales/Retail | Engineering - Mechanical/Electrical,Electrical Engineering | Engineering | Mechatronics | Architecture | Sales | Sales Skills | Sales Target | Lighting | Dialux | AutoCAD | Electrical,https://wuzzuf.net/jobs/p/vZerIuOdOjDO-Senior-Sales-Engineer-–-Lighting-Cairo-Egypt?o=1572&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Export Specialist,Oriental Weavers,"10th of Ramadan City, Sharqia, Egypt ",Posted 3 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | Logistics/Supply Chain | Sales/Retail,Business Development | Exports | Export Sales | Computer Skills | International Relations | Sales | Sales Skills | Sales Target | English | Export | Communication skills,https://wuzzuf.net/jobs/p/A7Z8hCmYOROU-Export-Specialist-Oriental-Weavers-Sharqia-Egypt?o=1573&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Oriental-Weavers-Egypt-18222
Technical Office Engineer (Mechanical Design Engineer ) - Sheet Metal,Power Solutions,"6th of October, Giza, Egypt ",Posted 3 days ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus",Engineering - Mechanical/Electrical,Industrial Engineering | Mechanical Engineering | SolidWorks | AutoCAD | Sheet Metal | Technical Office | Microsoft Office | Inventor | Supply Chain Management | Production | Manufacturing | Drafting | Industrial | Engineering | Mechanical | Design,https://wuzzuf.net/jobs/p/CIuyhJd8kLCU-Technical-Office-Engineer-Mechanical-Design-Engineer---Sheet-Metal-Power-Solutions-Giza-Egypt?o=1574&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PS-Egypt-9190
Head of Risk,Confidential Company,"Zamalek, Cairo, Egypt ",Posted 3 days ago,10 to 19 years,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,60000 to 120000 EGP Per Month,Banking,Credit Risk | Risk Management | Accounting | Compliance | Banking | Finance | Operations | Risk,https://wuzzuf.net/jobs/p/EXzmYOmo2JWf-Head-of-Risk-Cairo-Egypt?o=1575&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Technical Support Specialist - Help Desk,Talaat Moustafa Group,"Dokki, Giza, Egypt ",Posted 8 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology,MCSE | Computer Science | Information Technology (IT) | Help Desk | Customer Service | Customer Care | Customer Support | Technical Support,https://wuzzuf.net/jobs/p/Kdj0kIVkezOd-Technical-Support-Specialist---Help-Desk-Talaat-Moustafa-Group-Giza-Egypt?o=1576&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106
Payroll Admin,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt ",Posted 3 days ago,0 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration | Human Resources,Administration | Admin | MS Office | Microsoft Office | Communication skills | Human Resources (HR) | Business Administration | HR | English,https://wuzzuf.net/jobs/p/WZT7w1HAh8VV-Payroll-Admin-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=1577&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fawry-Banking---Payment-Technology-Services-Egypt-2878
indoor Sales Representatives,Good Wood,"New Cairo, Cairo, Egypt ",Posted 3 days ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Customer Service/Support | Sales/Retail,Communication | Communication skills | Customer | Customer Service | Sales Target | sales skills | CRM | Cold Calling | Microsoft Office | Sales,https://wuzzuf.net/jobs/p/sNtPYki5DzoI-indoor-Sales-Representatives-Good-Wood-Cairo-Egypt?o=1578&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Good-Wood-Egypt-44000
Technical Secretary / Document Controller,EnerDyn Global Company,"Maadi, Cairo, Egypt ",Posted 4 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Social Insurance, Medical Insurance",Administration,Secretary | Microsoft Office | Document Control | Administration | English | Communication skills | Typing | office | Construction,https://wuzzuf.net/jobs/p/GAooUaXvUEtM-Technical-Secretary-Document-Controller-EnerDyn-Global-Company-Cairo-Egypt?o=1579&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/EnerDyn-Global-Company-Egypt-37175
Project Manager,ZORD,"Riyadh, Saudi Arabia ",Posted 5 days ago,More than 10 years,Manager ,Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Project/Program Management,Architectural Engineering | AutoCAD | Project Management | Engineering | Management | CAD,https://wuzzuf.net/jobs/p/RecLyhS6cMSO-Project-Manager-ZORD-Riyadh-Saudi-Arabia?o=1580&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ZORD-Saudi-Arabia-74351
Pre Sales & Project Engineer,OGTech,"Downtown, Cairo, Egypt ",Posted 9 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, KPIS, social and medical insurance and other benefits",Sales/Retail | Engineering - Mechanical/Electrical,Sales | Sales Skills | Computer Science | Information Technology (IT) | Engineering | Project Management | Mechanical | Mechatronics | Electrical,https://wuzzuf.net/jobs/p/BtajBWNNZHvX-Pre-Sales-Project-Engineer-OGTech-Cairo-Egypt?o=1581&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/OG-tech-Egypt-39892
UI UX Designer,Argaam,"Mohandessin, Giza, Egypt ",Posted 9 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,UX | ui | Development | Information Technology (IT) | Computer Science,https://wuzzuf.net/jobs/p/YNHlp0sGDmah-UI-UX-Designer-Argaam-Giza-Egypt?o=1582&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/DANAT--Egypt-6668
Odoo Functional Consultant,Isky Development,"6th of October, Giza, Egypt ",Posted 9 days ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | ERP | Accounting | Odoo ERP | Computer Science | information system | English,https://wuzzuf.net/jobs/p/tmoHV5GrtKEo-Odoo-Functional-Consultant-Isky-Development-Giza-Egypt?o=1583&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Isky-Development-Egypt-16270
Property Consultant,Confidential Company,"Badr City, Cairo, Egypt ",Posted 5 days ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,"5000 to 7000 EGP Per Month, Commission",Sales/Retail,Real Estate | Property Sales | Sales | Commercial Sales | Sales Target | sales skills,https://wuzzuf.net/jobs/p/A3ewl6XkiHEE-Property-Consultant-Cairo-Egypt?o=1584&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
IT Help Desk Specialist,Afro Egypt,"6th of October, Giza, Egypt ",Posted 9 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"3500 to 4500 EGP Per Month, Allowance and Transportation",Installation/Maintenance/Repair | IT/Software Development,IT | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/O1NjBa3Tc1NP-IT-Help-Desk-Specialist-Afro-Egypt-Giza-Egypt?o=1585&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Afro-Egypt-Egypt-7622
Professional 3D Designer,Caduceus Lane,"Alexandria, Egypt ",Posted 6 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art,3D | 3D Animation | 3d max | Adobe Photoshop | Animation | Architecture | AutoCAD | Creative | Design | Lighting | MAYA | Modeling,https://wuzzuf.net/jobs/p/JQXAVFZiPMYw-Professional-3D-Designer-Caduceus-Lane-Alexandria-Egypt?o=1586&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Caduceus-Lane-Egypt-6198
Senior Graphic Designer - Cairo,DevartLab,"Cairo, Egypt ",Posted 6 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art,Adobe illustrator | Adobe Photoshop | Adobe Premiere | Design | Graphic | Graphic Design | illustrator | photoshop,https://wuzzuf.net/jobs/p/MFlaFP73v8ny-Senior-Graphic-Designer---Cairo-DevartLab-Cairo-Egypt?o=1587&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/DevartLab-Egypt-22198
Senior Internal Audit,Confidential Company,"Smart Village, Giza, Egypt ",Posted 6 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,"7000 to 8000 EGP Per Month, Quarter Incentive ( KPIs)",Accounting/Finance | Quality,Auditing | Internal audit | Management | Accounting | Financial Analysis | MS Office,https://wuzzuf.net/jobs/p/n3bA3589GBZe-Senior-Internal-Audit-Giza-Egypt?o=1588&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Go To Market Launcher,Fab-Minds,"Sheraton, Cairo, Egypt ",Posted 6 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, We offer very competitive packages",Business Development,Digital Marketing | Internet Marketing | Business Development | Product Launching,https://wuzzuf.net/jobs/p/7du8VhfnVlP3-Go-To-Market-Launcher-Fab-Minds-Cairo-Egypt?o=1589&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fab-Minds-Egypt-56056
POS Android Developer,Network International -Egypt,"Cairo, Egypt ",Posted 10 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development,Android | Git,https://wuzzuf.net/jobs/p/h5RNGEvov0X1-POS-Android-Developer-Network-International--Egypt-Cairo-Egypt?o=1590&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Network-International--Egypt-Egypt-28921
Assistant Executive Manager,Home city,"Heliopolis, Cairo, Egypt ",Posted 7 days ago,3 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Administration | Operations/Management | Purchasing/Procurement,Administration | Office management | Procurement | Oracle | Microsoft Office | Communication | office | Secretary,https://wuzzuf.net/jobs/p/bwifth9aLJzI-Assistant-Executive-Manager-Home-city-Cairo-Egypt?o=1591&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Home-city-Egypt-48529
Java Architect,Cegedim,"New Cairo, Cairo, Egypt ",Posted 10 days ago,7 to 10 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus, Medical Insurance, Social Insurance, Learning Plans",IT/Software Development | Engineering - Telecom/Technology,Architecture | Application Architecture | J2EE | REST | Agile | Scrum | Spring Framework | Maven Configuration | Node.js | Git | JBoss | Mockito | PowerMockito | Cucumber | MongoDB | CouchBase | Docker | JIRA | SQL | Oracle | NoSQL | Computer Science | Java | Information Technology (IT) | Computer Engineering | Integration | Jenkins | English | Spanish,https://wuzzuf.net/jobs/p/0jHY15sGNNWd-Java-Architect-Cegedim-Cairo-Egypt?o=1592&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756
BIM Coordinator Engineer (Architects Only),Modern Interiors Design – Construction,"6th of October, Giza, Egypt ",Posted 7 days ago,4 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture,Engineering | Technical Office | Architecture | 3DMax | Revit | AutoCad | Quantity Surveying | Shop Drawings | Design | BIM | Navis | Project Management,https://wuzzuf.net/jobs/p/B3w9ZqU77iS8-BIM-Coordinator-Engineer-Architects-Only-Modern-Interiors-Design-–-Construction-Giza-Egypt?o=1593&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Modern-Interiors-Design-–-Construction-Egypt-41199
